Brand Name,Model,Device Type,Supported Releases,_
"SanDisk Technologies
Inc","Ultrastar DC SN840 7680GB WUS4BA176DSP3X1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN650 7.68TB WUS5EA176ESP5E3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 15360GB WUS4BA1A1DSP3X1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 1600GB WUS4C6416DSP3X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN650 15360GB WUS5EA1A1ESP5E1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 1920GB WUS4BA119DSP3X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN655 3.84TB WUS5EA138ESP7E1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN655 7.68TB WUS5EA176ESP7E1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 3200GB WUS4C6432DSP3X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN655 15.36TB WUS5EA1A1ESP7E1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN655 3.84TB WUS5EA138ESP7E3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 3840GB WUS4BA138DSP3X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN655 7.68TB WUS5EA176ESP7E3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN655 15.36TB WUS5EA1A1ESP7E3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 6400GB WUS4C6464DSP3X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN655 3.84TB WUS5EA138ESP7E4","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN655 7.68TB WUS5EA176ESP7E4","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 7680GB WUS4BA176DSP3X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 15360GB WUS4BA1A1DSP3X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 1600GB WUS4C6416DSP3X4","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 1920GB WUS4BA119DSP3X4","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 3200GB WUS4C6432DSP3X4","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 3840GB WUS4BA138DSP3X4","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 7680GB WUS4BA176DSP3X4","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 6400GB WUS4C6464DSP3X4","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 15360GB WUS4BA1A1DSP3X4","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 1600GB WUS4C6416DSP3X5","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 1920GB WUS4BA119DSP3X5","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 3200GB WUS4C6432DSP3X5","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 3840GB WUS4BA138DSP3X5","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 6400GB WUS4C6464DSP3X5","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 7680GB WUS4BA176DSP3X5","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN840 15360GB WUS4BA1A1DSP3X5","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 15.36TB SDS6BA1A1OSP9X7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E1.S 15.36TB SDS6BA1A1OKP8X7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E3.S 15.36TB SDS6BA1A1OBPAX7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 1.92TB SDS6BA119PSP9X1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 3.84TB SDS6BA138PSP9X1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 7.68TB SDS6BA176PSP9X1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 1.60TB SDS6CA216PSP9X1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 3.20TB SDS6CA232PSP9X1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 6.40TB SDS6CA264PSP9X1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 1.92TB SDS6BA119PSP9X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 3.84TB SDS6BA138PSP9X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 7.68TB SDS6BA176PSP9X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 1.60TB SDS6CA216PSP9X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 3.20TB SDS6CA232PSP9X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 6.40TB SDS6CA264PSP9X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 1.92TB SDS6BA119PSP9X7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 3.84TB SDS6BA138PSP9X7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 7.68TB SDS6BA176PSP9X7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 1.60TB SDS6CA216PSP9X7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 3.20TB SDS6CA232PSP9X7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 6.40TB SDS6CA264PSP9X7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 6.40TB SDS6CA264OSP9X1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 12.80TB SDS6CA2A2OSP9X1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 1.60TB SDS6CA216OSP9X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 3.20TB SDS6CA232OSP9X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 6.40TB SDS6CA264OSP9X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 12.80TB SDS6CA2A2OSP9X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 1.60TB SDS6CA216OSP9X7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 3.20TB SDS6CA232OSP9X7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 6.40TB SDS6CA264OSP9X7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 12.80TB SDS6CA2A2OSP9X7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 3.20TB SDS6CA232OSP9X1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E1.S 1.92TB SDS6BA119OKP8X1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E1.S 3.84TB SDS6BA138OKP8X1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E1.S 7.68TB SDS6BA176OKP8X1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E1.S 15.36TB SDS6BA1A1OKP8X1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E1.S 1.92TB SDS6BA119OKP8X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E1.S 3.84TB SDS6BA138OKP8X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E1.S 7.68TB SDS6BA176OKP8X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E1.S 15.36TB SDS6BA1A1OKP8X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E1.S 1.92TB SDS6BA119OKP8X7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E1.S 3.84TB SDS6BA138OKP8X7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E1.S 7.68TB SDS6BA176OKP8X7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E1.S 1.92TB SDS6A72TO9P8X7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E3.S 7.68TB SDS6BA176OBPAX3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E3.S 15.36TB SDS6BA1A1OBPAX3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E3.S 1.92TB SDS6BA119OBPAX7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E3.S 3.84TB SDS6BA138OBPAX7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E3.S 7.68TB SDS6BA176OBPAX7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 1.92TB SDS6BA119OSP9X1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 3.84TB SDS6BA138OSP9X1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 7.68TB SDS6BA176OSP9X1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 15.36TB SDS6BA1A1OSP9X1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 1.92TB SDS6BA119OSP9X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 3.84TB SDS6BA138OSP9X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 7.68TB SDS6BA176OSP9X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 15.36TB SDS6BA1A1OSP9X3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 1.92TB SDS6BA119OSP9X7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E3.S 1.92TB SDS6BA119OBPAX1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 7.68TB SDS6BA176OSP9X7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E3.S 3.84TB SDS6BA138OBPAX1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E3.S 7.68TB SDS6BA176OBPAX1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E3.S 15.36TB SDS6BA1A1OBPAX1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 1.60TB SDS6CA216OSP9X1","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E3.S 1.92TB SDS6BA119OBPAX3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E3.S 3.84TB SDS6BA138OBPAX3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 E1.S 0.96TB SDS6A761TO9P8X7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 3.84TB SDS6BA138OSP9X7","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 3.84TB SDS6BA138PSP9X1 (0TS2520)","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 7.68TB SDS6BA176PSP9X1 (0TS2521)","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 3.20TB SDS6CA232PSP9X1 (0TS2523)","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","	SanDisk DC SN861 U.2 6.40TB SDS6CA264PSP9X1 (0TS2524)","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 3.20TB SDS6CA232OSP9X1(0TS2642)","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 6.40TB SDS6CA264OSP9X1(0TS2643)","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 12.80TB SDS6CA2A2OSP9X1(0TS2615)","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 15.36TB SDS6BA1A1OSP9X1(0TS2611)","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 7.68TB SDS6BA176OSP9X1(0TS2640)","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","SanDisk DC SN861 U.2 3.84TB SDS6BA138OSP9X1(0TS2639)","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","WUS4CB080D7P3E4","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","WUS4BB096D7P3E4","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","WUS4CB016D7P3E4","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","WUS4BB019D7P3E4","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","WUS4CB032D7P3E4","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","WUS4BB038D7P3E4","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","WUS4CB064D7P3E4","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","WUS4BB076D7P3E4","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","WUS3BA196C7P3E3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","WUS3BA119C7P3E3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","WUS3BA138C7P3E3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","WUS3BA176C7P3E3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","WUS3CA132C7P3E3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","WUS3CA164C7P3E3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","WUS4BB096D7P3E3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","WUS4BB019D7P3E3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN640 3840GB WUS4BB038D7P3E3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","Ultrastar DC SN640 7680GB WUS4BB076D7P3E3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","WUS4CB080D7P3E3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","WUS4CB016D7P3E3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","WUS4CB032D7P3E3","NVMe","ESXi 9.1"," "
"SanDisk Technologies
Inc","WUS4CB064D7P3E3","NVMe","ESXi 9.1"," "
"ScaleFlux Inc","CSD-3320","NVMe","ESXi 9.1"," "
"Schweitzer Engineering Laboratories
Inc.","SEL-3390E4","Network","ESXi 9.1"," "
"Seagate Technology LLC","Seagate Nytro 5060 NVMe SSD","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS960GEETX070N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS1T9GEETX070N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS3T8GEETX070N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS7T6GEETX070N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS800GEETX070N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS1T6GEETX070N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS3T2GEETX070N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS6T4GEETX070N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS960GETFEI-D430A","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","PE8110 Series HFS960GDE0X098N (1TB
 M.2
 22110D)","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","PE8110 Series HFS3T8GDE0X098N (4TB
 M.2
 22110D)","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","PE8110 Series HFS1T9GDE0X098N (2TB
 M.2
 22110D)","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","SK Hynix SSD PE8010 Series (960 GB
 2.5-inch U.3) HFS960GETFEI-D430A","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","SK Hynix SSD PE8010 Series (1920 GB
 2.5-inch U.3) HFS1T9GETFEI-D430A","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","SK Hynix SSD PE8010 Series (3840 GB
 2.5-inch U.3) HFS3T8GETFEI-D430A","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","SK Hynix SSD PE8010 Series (7680 GB
 2.5-inch U.3) HFS7T6GETFEI-D430A","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","SK Hynix SSD PE8030 Series (800 GB
 2.5-inch U.3) HFS800GETFEI-D430A","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","SK Hynix SSD PE8030 Series (1600 GB
 2.5-inch U.3) HFS1T6GETFEI-D430A","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","SK Hynix SSD PE8030 Series (3200 GB
 2.5-inch U.3) HFS3T2GETFEI-D430A","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","SK Hynix SSD PE8030 Series (6400 GB
 2.5-inch U.3) HFS6T4GETFEI-D430A","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS3T8GD0FEI-A430A","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS3T8GEJVX171N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS1T9GD0FEI-A430A","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS960GD0FEI-A430A","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS480GDJ8X167N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS800GDJ8X167N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS960GDJ8X167N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS1T9GDJ8X167N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS960GDJ0X132N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS1T9GDJ0X132N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS3T8GDJ0X132N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS960GDE0X098N non-FIPS","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS1T9GDE0X098N non-FIPS","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS3T8GDE0X098N non-FIPS","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS960GDE0X098N FIPS","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS1T9GDE0X098N FIPS","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS3T8GDE0X098N FIPS","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS480GEJ8X167N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS1T9GFJCX140N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS3T8GFJCX140N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS7T6GFJCX140N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS15T3FJCX140N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS1T6GFJCX140N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS3T2GFJCX140N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS6T4GFJCX140N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS12T8FJCX140N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","PE9010 Series HFS1T9GEJWX132N (2TB
 EDSFF E1.S 15mm)","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","PE9010 Series HFS3T8GEJWX132N (4TB
 EDSFF E1.S
 15mm)","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","PE9010 Series HFS7T6GEJWX132N (8TB
 EDSFF E1.S
 15mm)","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS7T6GECTX088N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS7T6GETFEI-D430A","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS960GDC0X139N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS1T9GDC0X139N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS3T8GDC0X139N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","PEB110 Series HFS1T9GFMWX183N (2TB
 EDSFF E1.S 15mm)","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","PEB110 Series HFS3T8GFMWX183N (4TB
 EDSFF E1.S 15mm)","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","PEB110 Series HFS7T6GFMWX183N (8TB
 EDSFF E1.S 15mm)","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS1T9GFPWX183N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS3T8GFPWX183N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS7T6GFPWX183N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","HFS15T3FPWX183N","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","PE8110 Series HFS1T9GEEWX091N (2TB
 EDSFF E1.S 15mm)","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","PE8110 Series HFS3T8GEEWX091N (4TB
 EDSFF E1.S 15mm)","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","PE8110 Series HFS7T6GEEWX091N (8TB
 EDSFF E1.S 15mm)","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","PE9110 Series HFS3T8GEEWX132N (4TB
 EDSFF E1.S 15mm)","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","PE9110 Series HFS1T9GEEWX132N (2TB
 EDSFF E1.S 15mm)","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","PE9110 Series HFS7T6GEEWX132N (8TB
 EDSFF E1.S 15mm)","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","VK007680KWWFQ","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","MK006400KWWFK","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","VK003840KWWFP","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","MK003200KWWFH","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","VK001920KWWFN","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","MK001600KWWFF","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","VK000960KWWFL","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","MK000800KWWFE","NVMe","ESXi 9.1"," "
"SKHynix Memory Solutions","VS000960KWXFN","NVMe","ESXi 9.1"," "
"Smart Modular Technologies","DC4800 Gen4 E1.S 3.84TB","NVMe","ESXi 9.1"," "
"Smart Modular Technologies","DC4800 Gen4 E1.S 7.68TB","NVMe","ESXi 9.1"," "
"Solarflare Communications","SFN8522M","Network","ESXi 9.1","Restricted"
"Solarflare Communications","SFN8722","Network","ESXi 9.1","Restricted"
"Solarflare Communications","SFN8042","Network","ESXi 9.1","Restricted"
"Solarflare Communications","SFN8542","Network","ESXi 9.1","Restricted"
"Solarflare Communications","SFN8522","Network","ESXi 9.1","Restricted"
"Solarflare Communications","X2522","Network","ESXi 9.1","Restricted"
"Solarflare Communications","X2522-25G","Network","ESXi 9.1","Restricted"
"Solarflare Communications","X2542","Network","ESXi 9.1","Restricted"
"Solarflare Communications","X2541","Network","ESXi 9.1","Restricted"
"Solarflare Communications","SFC9220 10/40G Ethernet Controller","Network","ESXi 9.1","Restricted"
"Solarflare Communications","SFN8041","Network","ESXi 9.1","Restricted"
"Solarflare Communications","X2552","Network","ESXi 9.1","Restricted"
"SOLID STATE STORAGE TECHNOLOGY CORPORATION","PJ1-KW3840P","NVMe","ESXi 9.1"," "
"SOLID STATE STORAGE TECHNOLOGY CORPORATION","PJ1-GW240GP/PJ1-GW480P/PJ1-GW960P/PJ1-GW1920P","NVMe","ESXi 9.1"," "
"Solidigm Technology","Solidigm™ D5-P5430 SBFPF2BU038T (3.8 TB
 2.5" U.2","NVMe","ESXi 9.1"," "
"Solidigm Technology","Solidigm™ D5-P5430 SBFPF2BU076T (7.6 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Solidigm Technology","Solidigm™ D5-P5430 SBFPF2BU153T (15.3 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Solidigm Technology","Solidigm™ D5-P5430 SBFPF2BU038TOF (3.8 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Solidigm Technology","Solidigm™ D5-P5430 SBFPF2BU076TOF (7.6 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Solidigm Technology","Solidigm™ D5-P5430 SBFPF2BU153TOF (15.3 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Solidigm Technology","Solidigm™ D7-P5810 SSDPF2SQ800GZ (800 GB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Solidigm Technology","Solidigm™ SSD D7-P5620 Series SSDPF2KE016T1 (1.6 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Solidigm Technology","Solidigm™ SSD D7-P5620 Series SSDPF2KE032T1 (3.2 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Solidigm Technology","Solidigm™ SSD D7-P5620 Series SSDPF2KE064T1 (6.4 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
